WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
94702,20141004,1052,11,OVC012, , 1.25, ,+RA BR, ,64, ,17.8, ,63, ,17.1, ,62, ,16.7, , 93, ,20, ,120, ,28, ,29.57, , , , , ,29.59, ,AA, ,0.14, ,29.59,
94702,20141004,1100,11,OVC011, , 3.00, ,-RA BR, ,64, ,17.8, ,63, ,17.1, ,62, ,16.7, , 93, ,21, ,120, ,31, ,29.57, , , , , ,M, ,SP, , , ,29.59,
94702,20141004,1152,11,OVC012, , 6.00, ,-RA BR, ,65, ,18.3, ,64, ,17.6, ,63, ,17.2, , 93, ,18, ,130, ,28, ,29.55, , , , , ,29.57, ,AA, ,0.04, ,29.57,
94702,20141004,1233,11,FEW009 BKN018 OVC024, , 4.00, ,-RA BR, ,66, ,18.9, ,65, ,18.2, ,64, ,17.8, , 93, ,17, ,130, ,30, ,29.51, , , , , ,M, ,SP, , , ,29.53,
94702,20141004,1252,11,FEW010 BKN016 OVC022, , 3.00, ,-RA BR, ,66, ,18.9, ,65, ,18.2, ,64, ,17.8, , 93, ,20, ,130, ,32, ,29.50, , , , , ,29.52, ,AA, ,0.03, ,29.52,
94702,20141004,1300,11,BKN008 OVC016, , 2.50, ,-RA BR, ,66, ,18.9, ,65, ,18.2, ,64, ,17.8, , 93, ,21, ,130, ,28, ,29.50, , , , , ,M, ,SP, , , ,29.52,
94702,20141004,1310,11,FEW005 BKN010 OVC015, , 3.00, ,-RA BR, ,66, ,18.9, ,65, ,18.2, ,64, ,17.8, , 93, ,21, ,140, ,28, ,29.50, , , , , ,M, ,SP, , , ,29.52,
94702,20141004,1317,11,BKN007 OVC013, , 4.00, ,-RA BR, ,66, ,18.9, ,65, ,18.2, ,64, ,17.8, , 93, ,18, ,130, ,28, ,29.50, , , , , ,M, ,SP, , , ,29.52,
94702,20141004,1352,11,OVC008, , 4.00, ,-RA BR, ,67, ,19.4, ,66, ,18.7, ,65, ,18.3, , 93, ,18, ,140, ,26, ,29.49, , , , , ,29.50, ,AA, ,0.02, ,29.51,
94702,20141004,1411,11,BKN008 OVC013, , 1.75, ,RA BR, ,67, ,19.4, ,66, ,19.0, ,66, ,18.9, , 97, ,16, ,140, ,24, ,29.47, , , , , ,M, ,SP, , , ,29.49,
94702,20141004,1452,11,BKN007 OVC013, , 1.75, ,RA BR, ,67, ,19.4, ,66, ,19.0, ,66, ,18.9, , 97, ,15, ,160, , , ,29.47, , , , , ,29.49, ,AA, ,0.30, ,29.49,
94702,20141004,1501,11,BKN006 OVC011, , 2.50, ,-RA BR, ,68, ,20.0, ,67, ,19.6, ,67, ,19.4, , 97, ,10, ,190, , , ,29.47, , , , , ,M, ,SP, , , ,29.49,
94702,20141004,1511,11,BKN005 OVC011, , 5.00, ,-RA BR, ,68, ,20.0, ,67, ,19.6, ,67, ,19.4, , 97, ,10, ,210, , , ,29.46, , , , , ,M, ,SP, , , ,29.48,
94702,20141004,1527,11,SCT005 OVC013, ,10.00, , , ,68, ,20.0, ,68, ,20.0, ,68, ,20.0, ,100, ,15, ,170, , , ,29.46, , , , , ,M, ,SP, , , ,29.48,
94702,20141004,1552,11,BKN012 OVC022, ,10.00, , , ,69, ,20.6, ,68, ,20.1, ,68, ,20.0, , 97, ,11, ,200, , , ,29.48, , , , , ,29.49, ,AA, ,0.01, ,29.50,
94702,20141004,1614,11,BKN009 OVC015, ,10.00, , , ,69, ,20.6, ,68, ,20.1, ,68, ,20.0, , 97, ,10, ,210, , , ,29.48, , , , , ,M, ,SP, , , ,29.50,
94702,20141004,1631,11,SCT009 BKN028 BKN100, ,10.00, , , ,68, ,20.0, ,67, ,19.6, ,67, ,19.4, , 97, , 9, ,220, , , ,29.48, , , , , ,M, ,SP, , , ,29.50,
94702,20141004,1652,11,SCT008 BKN027 OVC085, ,10.00, , , ,67, ,19.4, ,66, ,19.0, ,66, ,18.9, , 97, ,11, ,290, , , ,29.49, , , , , ,29.51, ,AA, , , ,29.51,
94702,20141004,1719,11,FEW013 SCT026, ,10.00, , , ,65, ,18.3, ,63, ,17.3, ,62, ,16.7, , 90, ,11, ,260, , , ,29.51, , , , , ,M, ,SP, , , ,29.53,
94702,20141004,1752,11,CLR, ,10.00, , , ,63, ,17.2, ,61, ,16.2, ,60, ,15.6, , 90, ,10, ,280, , , ,29.53, , , , , ,29.55, ,AA, , , ,29.55,
94702,20141004,1852,11,SCT040, ,10.00, , , ,62, ,16.7, ,60, ,15.3, ,58, ,14.4, , 87, , 9, ,290, , , ,29.55, , , , , ,29.57, ,AA, , , ,29.57,
94702,20141004,1952,11,BKN049 BKN055, ,10.00, , , ,61, ,16.1, ,58, ,14.5, ,56, ,13.3, , 84, ,18, ,290, ,24, ,29.57, , , , , ,29.59, ,AA, , , ,29.59,
94702,20141004,2052,11,CLR, ,10.00, , , ,57, ,13.9, ,54, ,12.3, ,52, ,11.1, , 83, ,10, ,290, , , ,29.60, , , , , ,29.62, ,AA, , , ,29.62,
94702,20141004,2152,11,BKN095, ,10.00, , , ,56, ,13.3, ,52, ,11.2, ,49, ,9.4, , 78, , 8, ,270, , , ,29.62, , , , , ,29.64, ,AA, , , ,29.64,
94702,20141004,2252,11,CLR, ,10.00, , , ,54, ,12.2, ,50, ,10.2, ,47, ,8.3, , 77, , 8, ,270, , , ,29.63, , , , , ,29.65, ,AA, , , ,29.65,
94702,20141004,2352,11,BKN090, ,10.00, , , ,53, ,11.7, ,48, ,8.9, ,43, ,6.1, , 69, , 9, ,270, , , ,29.63, , , , , ,29.65, ,AA, , , ,29.65,
94702,20141005,0052,11,CLR, ,10.00, , , ,51, ,10.6, ,46, ,7.8, ,41, ,5.0, , 69, , 9, ,290, , , ,29.64, , , , , ,29.66, ,AA, , , ,29.66,
94702,20141005,0152,11,CLR, ,10.00, , , ,50, ,10.0, ,46, ,7.6, ,41, ,5.0, , 71, ,11, ,300, , , ,29.66, , , , , ,29.68, ,AA, , , ,29.68,
94702,20141005,0252,11,CLR, ,10.00, , , ,49, ,9.4, ,44, ,6.8, ,39, ,3.9, , 69, , 7, ,290, , , ,29.68, , , , , ,29.70, ,AA, , , ,29.70,
94702,20141005,0352,11,SCT037, ,10.00, , , ,48, ,8.9, ,44, ,6.5, ,39, ,3.9, , 71, , 7, ,250, , , ,29.71, , , , , ,29.72, ,AA, , , ,29.73,
94702,20141005,0452,11,SCT037, ,10.00, , , ,47, ,8.3, ,42, ,5.8, ,37, ,2.8, , 68, ,10, ,270, , , ,29.74, , , , , ,29.75, ,AA, , , ,29.76,
94702,20141005,0552,11,CLR, ,10.00, , , ,45, ,7.2, ,41, ,5.2, ,37, ,2.8, , 74, , 7, ,290, , , ,29.74, , , , , ,29.75, ,AA, , , ,29.76,
94702,20141005,0652,11,CLR, ,10.00, , , ,47, ,8.3, ,42, ,5.6, ,36, ,2.2, , 66, , 9, ,270, , , ,29.78, , , , , ,29.80, ,AA, , , ,29.80,
94702,20141005,0752,11,CLR, ,10.00, , , ,50, ,10.0, ,43, ,6.2, ,35, ,1.7, , 57, ,10, ,270, ,18, ,29.81, , , , , ,29.83, ,AA, , , ,29.83,
94702,20141005,0852,11,CLR, ,10.00, , , ,51, ,10.6, ,44, ,6.5, ,35, ,1.7, , 54, ,13, ,280, , , ,29.80, , , , , ,29.82, ,AA, , , ,29.82,
94702,20141005,0952,11,CLR, ,10.00, , , ,55, ,12.8, ,46, ,7.6, ,35, ,1.7, , 47, , 9, ,280, , , ,29.81, , , , , ,29.82, ,AA, , , ,29.83,
94702,20141005,1052,11,CLR, ,10.00, , , ,56, ,13.3, ,45, ,7.3, ,32, ,0.0, , 40, , 9, ,280, , , ,29.81, , , , , ,29.83, ,AA, , , ,29.83,
94702,20141005,1152,11,CLR, ,10.00, , , ,58, ,14.4, ,46, ,7.6, ,31, ,-0.6, , 36, ,10, ,290, , , ,29.81, , , , , ,29.83, ,AA, , , ,29.83,
94702,20141005,1252,11,CLR, ,10.00, , , ,59, ,15.0, ,47, ,8.1, ,32, ,0.0, , 36, ,10, ,280, ,16, ,29.80, , , , , ,29.82, ,AA, , , ,29.82,
94702,20141005,1352,11,CLR, ,10.00, , , ,61, ,16.1, ,48, ,8.6, ,32, ,0.0, , 34, , 9, ,250, , , ,29.80, , , , , ,29.82, ,AA, , , ,29.82,
94702,20141005,1452,11,CLR, ,10.00, , , ,62, ,16.7, ,49, ,9.3, ,34, ,1.1, , 35, ,10, ,230, , , ,29.80, , , , , ,29.82, ,AA, , , ,29.82,
94702,20141005,1552,11,CLR, ,10.00, , , ,62, ,16.7, ,48, ,9.1, ,33, ,0.6, , 34, , 7, ,240, , , ,29.82, , , , , ,29.84, ,AA, , , ,29.84,
94702,20141005,1652,11,CLR, ,10.00, , , ,60, ,15.6, ,48, ,8.8, ,34, ,1.1, , 38, , 5, ,270, , , ,29.84, , , , , ,29.86, ,AA, , , ,29.86,
94702,20141005,1752,11,CLR, ,10.00, , , ,57, ,13.9, ,47, ,8.4, ,36, ,2.2, , 46, , 3, ,260, , , ,29.86, , , , , ,29.88, ,AA, , , ,29.88,
94702,20141005,1852,11,CLR, ,10.00, , , ,56, ,13.3, ,48, ,8.8, ,39, ,3.9, , 53, , 5, ,260, , , ,29.88, , , , , ,29.90, ,AA, , , ,29.90,
94702,20141005,1952,11,CLR, ,10.00, , , ,56, ,13.3, ,48, ,9.0, ,40, ,4.4, , 55, , 9, ,260, , , ,29.91, , , , , ,29.93, ,AA, , , ,29.93,
94702,20141005,2052,11,CLR, ,10.00, , , ,54, ,12.2, ,47, ,8.4, ,40, ,4.4, , 59, , 9, ,270, , , ,29.94, , , , , ,29.96, ,AA, , , ,29.96,
94702,20141005,2152,11,CLR, ,10.00, , , ,51, ,10.6, ,46, ,7.6, ,40, ,4.4, , 66, , 5, ,270, , , ,29.96, , , , , ,29.97, ,AA, , , ,29.98,
94702,20141005,2252,11,CLR, ,10.00, , , ,50, ,10.0, ,45, ,7.3, ,40, ,4.4, , 69, , 5, ,290, , , ,29.98, , , , , ,29.99, ,AA, , , ,30.00,
94702,20141005,2352,11,CLR, ,10.00, , , ,47, ,8.3, ,43, ,6.2, ,39, ,3.9, , 74, , 3, ,310, , , ,29.98, , , , , ,30.00, ,AA, , , ,30.00,
94702,20141006,0052,11,CLR, ,10.00, , , ,48, ,8.9, ,44, ,6.8, ,40, ,4.4, , 74, , 0, ,000, , , ,30.00, , , , , ,30.02, ,AA, , , ,30.02,
94702,20141006,0152,11,CLR, ,10.00, , , ,46, ,7.8, ,43, ,6.0, ,39, ,3.9, , 77, , 0, ,000, , , ,30.00, , , , , ,30.02, ,AA, , , ,30.02,
94702,20141006,0252,11,CLR, ,10.00, , , ,46, ,7.8, ,43, ,6.0, ,39, ,3.9, , 77, , 3, ,340, , , ,30.02, , , , , ,30.03, ,AA, , , ,30.04,
94702,20141006,0352,11,SCT080, ,10.00, , , ,44, ,6.7, ,42, ,5.6, ,40, ,4.4, , 86, , 5, ,360, , , ,30.03, , , , , ,30.04, ,AA, , , ,30.05,
94702,20141006,0452,11,CLR, ,10.00, , , ,44, ,6.7, ,43, ,5.9, ,41, ,5.0, , 89, , 3, ,360, , , ,30.04, , , , , ,30.05, ,AA, , , ,30.06,
94702,20141006,0552,11,CLR, ,10.00, , , ,45, ,7.2, ,44, ,6.7, ,43, ,6.1, , 93, , 3, ,060, , , ,30.04, , , , , ,30.06, ,AA, , , ,30.06,
94702,20141006,0652,11,CLR, ,10.00, , , ,49, ,9.4, ,47, ,8.3, ,45, ,7.2, , 86, , 5, ,020, , , ,30.05, , , , , ,30.07, ,AA, , , ,30.07,
94702,20141006,0752,11,CLR, ,10.00, , , ,55, ,12.8, ,50, ,10.2, ,46, ,7.8, , 72, , 3, ,040, , , ,30.07, , , , , ,30.09, ,AA, , , ,30.09,
94702,20141006,0852,11,CLR, ,10.00, , , ,63, ,17.2, ,55, ,12.7, ,48, ,8.9, , 58, ,13, ,150, , , ,30.07, , , , , ,30.09, ,AA, , , ,30.09,
94702,20141006,0952,11,CLR, ,10.00, , , ,64, ,17.8, ,55, ,12.7, ,47, ,8.3, , 54, ,10, ,160, , , ,30.07, , , , , ,30.09, ,AA, , , ,30.09,
94702,20141006,1052,11,SCT047, ,10.00, , , ,68, ,20.0, ,57, ,13.6, ,47, ,8.3, , 47, ,17, ,190, , , ,30.08, , , , , ,30.10, ,AA, , , ,30.10,
94702,20141006,1152,11,FEW047, ,10.00, , , ,68, ,20.0, ,57, ,13.9, ,48, ,8.9, , 49, ,15, ,180, , , ,30.07, , , , , ,30.09, ,AA, , , ,30.09,
94702,20141006,1252,11,CLR, ,10.00, , , ,69, ,20.6, ,57, ,13.6, ,46, ,7.8, , 44, ,16, ,190, , , ,30.06, , , , , ,30.08, ,AA, , , ,30.08,
94702,20141006,1352,11,CLR, ,10.00, , , ,68, ,20.0, ,56, ,13.4, ,46, ,7.8, , 45, ,14, ,190, , , ,30.05, , , , , ,30.06, ,AA, , , ,30.07,
94702,20141006,1452,11,CLR, ,10.00, , , ,68, ,20.0, ,55, ,12.9, ,44, ,6.7, , 42, ,16, ,180, ,23, ,30.04, , , , , ,30.06, ,AA, , , ,30.06,
94702,20141006,1552,11,CLR, ,10.00, , , ,67, ,19.4, ,56, ,13.4, ,47, ,8.3, , 49, ,13, ,190, , , ,30.04, , , , , ,30.06, ,AA, , , ,30.06,
94702,20141006,1652,11,CLR, ,10.00, , , ,66, ,18.9, ,57, ,13.9, ,50, ,10.0, , 57, ,13, ,180, , , ,30.05, , , , , ,30.07, ,AA, , , ,30.07,
94702,20141006,1752,11,CLR, ,10.00, , , ,65, ,18.3, ,58, ,14.3, ,52, ,11.1, , 63, ,14, ,190, , , ,30.05, , , , , ,30.07, ,AA, , , ,30.07,
94702,20141006,1852,11,FEW037, ,10.00, , , ,64, ,17.8, ,57, ,14.0, ,52, ,11.1, , 65, ,13, ,190, , , ,30.06, , , , , ,30.08, ,AA, , , ,30.08,
94702,20141006,1952,11,CLR, ,10.00, , , ,64, ,17.8, ,57, ,14.0, ,52, ,11.1, , 65, , 9, ,180, , , ,30.07, , , , , ,30.08, ,AA, , , ,30.09,
94702,20141006,2052,11,CLR, ,10.00, , , ,64, ,17.8, ,58, ,14.3, ,53, ,11.7, , 68, , 9, ,190, , , ,30.08, , , , , ,30.10, ,AA, , , ,30.10,
94702,20141006,2152,11,CLR, ,10.00, , , ,64, ,17.8, ,58, ,14.6, ,54, ,12.2, , 70, , 8, ,180, , , ,30.08, , , , , ,30.09, ,AA, , , ,30.10,
94702,20141006,2252,11,CLR, ,10.00, , , ,65, ,18.3, ,59, ,15.1, ,55, ,12.8, , 70, ,11, ,180, ,20, ,30.06, , , , , ,30.08, ,AA, , , ,30.08,
94702,20141006,2352,11,CLR, ,10.00, , , ,65, ,18.3, ,60, ,15.4, ,56, ,13.3, , 73, ,11, ,180, , , ,30.06, , , , , ,30.08, ,AA, , , ,30.08,
94702,20141007,0052,11,CLR, ,10.00, , , ,65, ,18.3, ,61, ,16.0, ,58, ,14.4, , 78, ,10, ,190, , , ,30.06, , , , , ,30.08, ,AA, , , ,30.08,
94702,20141007,0152,11,CLR, ,10.00, , , ,65, ,18.3, ,61, ,16.3, ,59, ,15.0, , 81, , 9, ,180, , , ,30.04, , , , , ,30.06, ,AA, , , ,30.06,
94702,20141007,0252,11,OVC100, ,10.00, , , ,67, ,19.4, ,62, ,16.8, ,59, ,15.0, , 76, ,15, ,180, , , ,30.03, , , , , ,30.05, ,AA, , , ,30.05,
94702,20141007,0352,11,OVC075, ,10.00, , , ,67, ,19.4, ,63, ,17.1, ,60, ,15.6, , 78, ,17, ,190, ,26, ,30.03, , , , , ,30.05, ,AA, , , ,30.05,
94702,20141007,0452,11,BKN070 OVC085, ,10.00, , , ,67, ,19.4, ,63, ,17.4, ,61, ,16.1, , 81, ,20, ,190, ,28, ,30.03, , , , , ,30.05, ,AA, , , ,30.05,
94702,20141007,0552,11,OVC070, ,10.00, , , ,68, ,20.0, ,63, ,17.0, ,59, ,15.0, , 73, ,16, ,200, , , ,30.03, , , , , ,30.05, ,AA, , , ,30.05,
94702,20141007,0652,11,FEW075 OVC090, ,10.00, , , ,67, ,19.4, ,63, ,17.1, ,60, ,15.6, , 78, ,16, ,190, , , ,30.02, , , , , ,30.04, ,AA, , , ,30.04,
94702,20141007,0752,11,CLR, ,10.00, , , ,68, ,20.0, ,63, ,17.0, ,59, ,15.0, , 73, ,17, ,190, , , ,30.03, , , , , ,30.04, ,AA, , , ,30.05,
94702,20141007,0852,11,SCT100, ,10.00, , , ,69, ,20.6, ,64, ,17.5, ,60, ,15.6, , 73, ,20, ,190, ,25, ,30.01, , , , , ,30.03, ,AA, , , ,30.03,
94702,20141007,0952,11,SCT029, ,10.00, , , ,71, ,21.7, ,64, ,17.9, ,60, ,15.6, , 68, ,20, ,210, , , ,30.03, , , , , ,30.04, ,AA, , , ,30.05,
94702,20141007,1052,11,SCT032, ,10.00, , , ,72, ,22.2, ,65, ,18.1, ,60, ,15.6, , 66, ,18, ,210, , , ,30.03, , , , , ,30.05, ,AA, , , ,30.05,
94702,20141007,1152,11,CLR, ,10.00, , , ,73, ,22.8, ,65, ,18.3, ,60, ,15.6, , 64, ,15, ,210, , , ,30.02, , , , , ,30.04, ,AA, , , ,30.04,
94702,20141007,1252,11,CLR, ,10.00, , , ,73, ,22.8, ,65, ,18.3, ,60, ,15.6, , 64, ,14, ,220, , , ,30.01, , , , , ,30.03, ,AA, , , ,30.03,
94702,20141007,1352,11,FEW100, ,10.00, , , ,72, ,22.2, ,64, ,17.8, ,59, ,15.0, , 64, ,14, ,200, , , ,30.01, , , , , ,30.03, ,AA, , , ,30.03,
94702,20141007,1452,11,OVC100, ,10.00, , , ,70, ,21.1, ,63, ,17.4, ,59, ,15.0, , 68, ,14, ,200, , , ,30.01, , , , , ,30.03, ,AA, , , ,30.03,
94702,20141007,1552,11,CLR, ,10.00, , , ,70, ,21.1, ,64, ,17.7, ,60, ,15.6, , 71, ,14, ,190, , , ,29.99, , , , , ,30.01, ,AA, , , ,30.01,
94702,20141007,1652,11,CLR, ,10.00, , , ,69, ,20.6, ,64, ,17.8, ,61, ,16.1, , 76, ,13, ,190, , , ,29.98, , , , , ,30.00, ,AA, , , ,30.00,
94702,20141007,1752,11,FEW120, ,10.00, , , ,67, ,19.4, ,63, ,17.4, ,61, ,16.1, , 81, ,13, ,180, , , ,29.97, , , , , ,29.98, ,AA, , , ,29.99,
94702,20141007,1852,11,OVC100, ,10.00, , , ,67, ,19.4, ,63, ,17.4, ,61, ,16.1, , 81, ,10, ,180, , , ,29.97, , , , , ,29.99, ,AA, , , ,29.99,
94702,20141007,1952,11,SCT090, ,10.00, , , ,66, ,18.9, ,63, ,17.2, ,61, ,16.1, , 84, , 8, ,180, , , ,29.96, , , , , ,29.98, ,AA, , , ,29.98,
94702,20141007,2052,11,OVC075, ,10.00, , , ,67, ,19.4, ,63, ,17.4, ,61, ,16.1, , 81, ,10, ,180, , , ,29.94, , , , , ,29.96, ,AA, , , ,29.96,
94702,20141007,2152,11,BKN070 OVC095, ,10.00, , , ,67, ,19.4, ,63, ,17.4, ,61, ,16.1, , 81, ,17, ,190, ,24, ,29.94, , , , , ,29.96, ,AA, , , ,29.96,
94702,20141007,2252,11,BKN065 OVC085, ,10.00, ,-RA, ,68, ,20.0, ,64, ,17.6, ,61, ,16.1, , 78, ,18, ,190, ,28, ,29.92, , , , , ,29.93, ,AA, ,  T, ,29.94,
94702,20141007,2352,11,FEW022 OVC070, ,10.00, ,-RA, ,67, ,19.4, ,63, ,17.4, ,61, ,16.1, , 81, ,21, ,210, ,29, ,29.90, , , , , ,29.92, ,AA, ,  T, ,29.92,
94702,20141008,0052,11,OVC090, ,10.00, ,-RA, ,66, ,18.9, ,63, ,17.2, ,61, ,16.1, , 84, ,14, ,190, ,25, ,29.87, , , , , ,29.88, ,AA, ,0.03, ,29.89,
94702,20141008,0150,11,FEW021 BKN028 OVC090, ,10.00, ,-RA, ,66, ,19.0, ,64, ,17.8, ,63, ,17.0, , 90, ,17, ,170, ,26, ,29.81, , , , , ,M, ,SP, , , ,29.83,
94702,20141008,0152,11,SCT023 BKN031 OVC090, ,10.00, ,-RA, ,67, ,19.4, ,64, ,17.7, ,62, ,16.7, , 84, ,18, ,170, ,26, ,29.81, , , , , ,29.83, ,AA, ,0.03, ,29.83,
94702,20141008,0159,11,SCT022 BKN028 OVC090, ,10.00, , , ,67, ,19.4, ,64, ,17.7, ,62, ,16.7, , 84, ,16, ,180, , , ,29.80, , , , , ,M, ,SP, , , ,29.82,
94702,20141008,0242,11,SCT022 BKN050 OVC065, ,10.00, , , ,68, ,20.0, ,64, ,17.9, ,62, ,16.7, , 81, ,31, ,190, ,43, ,29.77, , , , , ,M, ,SP, , , ,29.79,
94702,20141008,0252,11,FEW050 BKN065 BKN100, ,10.00, , , ,68, ,20.0, ,64, ,17.6, ,61, ,16.1, , 78, ,28, ,190, ,44, ,29.77, , , , , ,29.78, ,AA, , , ,29.79,
94702,20141008,0332,11,BKN040 OVC050, ,10.00, ,VCTS, ,66, ,18.9, ,62, ,16.5, ,59, ,15.0, , 78, ,24, ,200, ,37, ,29.77, , , , , ,M, ,SP, , , ,29.79,
94702,20141008,0347,11,BKN037 BKN048, ,10.00, , , ,66, ,19.0, ,62, ,16.5, ,59, ,15.0, , 78, ,25, ,210, ,31, ,29.77, , , , , ,M, ,SP, , , ,29.79,
94702,20141008,0352,11,BKN037 BKN047, ,10.00, , , ,66, ,18.9, ,62, ,16.5, ,59, ,15.0, , 78, ,25, ,210, ,32, ,29.78, , , , , ,29.79, ,AA, , , ,29.80,
94702,20141008,0436,11,BKN028, ,10.00, , , ,66, ,18.9, ,63, ,17.2, ,61, ,16.1, , 84, ,21, ,210, ,31, ,29.77, , , , , ,M, ,SP, , , ,29.79,
94702,20141008,0452,11,BKN028 BKN033, ,10.00, , , ,66, ,18.9, ,63, ,17.2, ,61, ,16.1, , 84, ,20, ,210, , , ,29.77, , , , , ,29.79, ,AA, ,  T, ,29.79,
94702,20141008,0510,11,FEW026 SCT031 BKN038, ,10.00, , , ,66, ,18.9, ,63, ,17.2, ,61, ,16.1, , 84, ,18, ,220, , , ,29.77, , , , , ,M, ,SP, , , ,29.79,
94702,20141008,0541,11,BKN021 BKN027 OVC035, ,10.00, , , ,66, ,18.9, ,63, ,17.2, ,61, ,16.1, , 84, ,14, ,220, , , ,29.77, , , , , ,M, ,SP, , , ,29.79,
94702,20141008,0552,11,BKN022 BKN028 OVC034, ,10.00, , , ,67, ,19.4, ,63, ,17.4, ,61, ,16.1, , 81, ,16, ,230, , , ,29.77, , , , , ,29.79, ,AA, ,  T, ,29.79,
94702,20141008,0622,11,FEW018 SCT025 SCT035, ,10.00, , , ,66, ,18.9, ,62, ,16.8, ,60, ,15.6, , 81, ,13, ,230, , , ,29.77, , , , , ,M, ,SP, , , ,29.79,
94702,20141008,0652,11,BKN120, ,10.00, , , ,66, ,18.9, ,61, ,16.2, ,58, ,14.4, , 76, ,14, ,230, ,23, ,29.78, , , , , ,29.80, ,AA, , , ,29.80,
94702,20141008,0752,11,SCT027, ,10.00, , , ,67, ,19.4, ,61, ,16.1, ,57, ,13.9, , 70, ,15, ,240, ,24, ,29.79, , , , , ,29.81, ,AA, , , ,29.81,
94702,20141008,0852,11,FEW028, ,10.00, , , ,69, ,20.6, ,61, ,16.3, ,56, ,13.3, , 63, ,13, ,230, , , ,29.79, , , , , ,29.81, ,AA, , , ,29.81,
94702,20141008,0952,11,FEW036, ,10.00, , , ,70, ,21.1, ,61, ,16.2, ,55, ,12.8, , 59, ,13, ,250, ,21, ,29.79, , , , , ,29.81, ,AA, , , ,29.81,
94702,20141008,1052,11,FEW042, ,10.00, , , ,71, ,21.7, ,60, ,15.6, ,52, ,11.1, , 51, ,11, ,250, ,21, ,29.79, , , , , ,29.81, ,AA, , , ,29.81,
94702,20141008,1152,11,CLR, ,10.00, , , ,71, ,21.7, ,59, ,15.1, ,50, ,10.0, , 48, ,11, ,250, , , ,29.78, , , , , ,29.80, ,AA, , , ,29.80,
94702,20141008,1252,11,CLR, ,10.00, , , ,71, ,21.7, ,58, ,14.3, ,47, ,8.3, , 43, ,16, ,260, ,25, ,29.76, , , , , ,29.78, ,AA, , , ,29.78,
94702,20141008,1352,11,CLR, ,10.00, , , ,73, ,22.8, ,58, ,14.5, ,46, ,7.8, , 38, ,10, ,240, ,23, ,29.76, , , , , ,29.78, ,AA, , , ,29.78,
94702,20141008,1452,11,FEW065, ,10.00, , , ,72, ,22.2, ,61, ,16.1, ,53, ,11.7, , 51, ,14, ,230, , , ,29.75, , , , , ,29.77, ,AA, , , ,29.77,
94702,20141008,1552,11,FEW070, ,10.00, , , ,71, ,21.7, ,61, ,16.1, ,54, ,12.2, , 55, ,14, ,230, , , ,29.76, , , , , ,29.77, ,AA, , , ,29.78,
94702,20141008,1652,11,FEW075, ,10.00, , , ,71, ,21.7, ,57, ,14.1, ,46, ,7.8, , 41, , 8, ,250, ,20, ,29.77, , , , , ,29.78, ,AA, , , ,29.79,
94702,20141008,1752,11,FEW075, ,10.00, , , ,67, ,19.4, ,57, ,13.6, ,48, ,8.9, , 51, , 5, ,260, , , ,29.79, , , , , ,29.81, ,AA, , , ,29.81,
94702,20141008,1852,11,CLR, ,10.00, , , ,65, ,18.3, ,55, ,12.9, ,47, ,8.3, , 52, , 7, ,270, , , ,29.81, , , , , ,29.83, ,AA, , , ,29.83,
94702,20141008,1952,11,CLR, ,10.00, , , ,64, ,17.8, ,55, ,12.9, ,48, ,8.9, , 56, , 7, ,260, , , ,29.83, , , , , ,29.85, ,AA, , , ,29.85,
94702,20141008,2052,11,CLR, ,10.00, , , ,64, ,17.8, ,55, ,12.7, ,47, ,8.3, , 54, , 9, ,260, , , ,29.85, , , , , ,29.87, ,AA, , , ,29.87,
94702,20141008,2152,11,CLR, ,10.00, , , ,63, ,17.2, ,54, ,12.0, ,45, ,7.2, , 52, , 8, ,280, , , ,29.88, , , , , ,29.90, ,AA, , , ,29.90,
94702,20141008,2252,11,CLR, ,10.00, , , ,61, ,16.1, ,52, ,11.0, ,43, ,6.1, , 52, , 9, ,300, , , ,29.91, , , , , ,29.92, ,AA, , , ,29.93,
94702,20141008,2352,11,CLR, ,10.00, , , ,58, ,14.4, ,50, ,9.7, ,41, ,5.0, , 53, , 7, ,300, , , ,29.91, , , , , ,29.93, ,AA, , , ,29.93,
94702,20141009,0052,11,CLR, ,10.00, , , ,57, ,13.9, ,48, ,9.0, ,39, ,3.9, , 51, , 3, ,300, , , ,29.92, , , , , ,29.93, ,AA, , , ,29.94,
94702,20141009,0152,11,CLR, ,10.00, , , ,56, ,13.3, ,49, ,9.2, ,41, ,5.0, , 57, , 0, ,000, , , ,29.92, , , , , ,29.93, ,AA, , , ,29.94,
